Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"GROSVENOR REGISTERED MULTI-STRATEGY MASTER FUND, LLC",1212030,,,113647584,"900 NORTH MICHIGAN AVENUE","SUITE 1100",CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60611,"(312) 506-6500",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"180,080",0,0,0,0,,,0,0,"180,080",USD,,,0,2022-03-31,2022,03,0331,,,N-CSR,2022-06-06,,,,2022-03-31,948,"-3,655,200","214,251,386","229,924,334"
"AMERICAN BEACON FUNDS",809593,,,000000000,"220 EAST LAS COLINAS BOULEVARD","SUITE 1200",IRVING,Dallas,TX,TEXAS,"US Southwest",75039,"(817) 391-6100",MA,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"180,036",0,0,0,"46,193",,,0,"46,193","226,229",USD,,,0,2022-01-31,2022,01,1230,,,N-CSR,2022-04-08,,,,2022-01-31,"43,075,598","36,947,691","576,292,047","580,149,095"
"Terra Secured Income Fund 5, LLC",1581874,,,900967526,"805 THIRD AVENUE","8TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022,"(212) 753-5100",DE,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"180,000",0,0,0,"55,616",,,0,"55,616","235,616",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2023-03-13,,,,2022-12-31,"6,868,674","3,643,390",,"210,151,147"
"Alto Neuroscience, Inc.",1999480,ANRO,NYSE,834210124,"650 CASTRO STREET, SUITE 450",,"MOUNTAIN VIEW","Santa Clara",CA,CALIFORNIA,"US West",94041,"(773) 255-5012",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,,,,"179,088",0,0,0,0,,,0,0,"179,088",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2024-03-21,,,,2022-12-31,0,"-27,710,000",,"50,854,000"
"Phillip Street Middle Market Lending Fund LLC",1948368,,,920758632,"200 WEST STREET",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10282-2198,"(212) 902-1000",DE,,,,,525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"179,000",0,0,0,0,,,0,0,"179,000",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2023-03-02,,,,,,,,
"SEI TAX EXEMPT TRUST",701817,,,236741646,"SEI INVESTMENTS","1 FREEDOM VALLEY CIRCLE",OAK,Montgomery,PA,PENNSYLVANIA,"US Mid Atlantic",19456,"(610) 676-3097",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"178,035",0,0,0,0,,,0,0,"178,035",USD,,,0,2022-08-31,2022,08,0831,,,N-CSR,2022-11-07,,,,2022-08-31,"153,400,000","116,720,000","5,058,896,000","5,117,166,000"
"GOLUB CAPITAL DIRECT LENDING CORP",1868878,,,871489837,"200 PARK AVENUE, 25TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10166,"(212) 750-6060",MD,,,,,523920,"Portfolio Management",34,"Ernst & Young LLP",2,,,,"178,000",0,0,0,0,,,0,0,"178,000",USD,,,0,2022-09-30,2022,09,0930,,,"DEF 14A",2022-12-16,,,,2022-09-30,"7,632,832","6,000,801","135,953,071","209,220,481"
"FIDELITY ADVISOR SERIES II",795422,,,000000000,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"177,400","14,900",0,0,"24,400",,,"6,500","45,800","223,200",USD,,,0,2022-08-31,2022,08,0831,,,N-CSR,2022-10-20,,,,2022-12-31,"605,338,000","495,071,000","12,834,109,000","13,253,336,000"
"AMERICAN HIGH INCOME TRUST",823620,,,956872063,"333 S HOPE ST - 55TH FL",,"LOS ANGELES","Los Angeles",CA,CALIFORNIA,"US West",90071,"(213) 486-9200",DE,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"177,000","3,000",0,0,"9,000","9,000",,0,"12,000","189,000",USD,,,0,2022-09-30,2022,09,0930,,,N-CSR,2022-11-30,,,,2022-09-30,"1,044,126,000","934,219,000","16,210,647,000","16,311,841,000"
"ACHIEVE LIFE SCIENCES, INC.",949858,ACHV,"NASDAQ Capital Market",954343413,"22722 29TH DR. SE","SUITE 100",SEATTLE,Snohomish,WA,WASHINGTON,"US West",98021,"(425) 686-1500",DE,,,2835,"In Vitro and In Vivo Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"176,784","60,846",0,0,0,,,0,"60,846","237,630",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-28,2.45,2022-12-31,"43,847,720",2022-12-31,0,"-42,350,000","5,851,000","29,971,000"
"CREDIT SUISSE OPPORTUNITY FUNDS",946110,,,133844865,"ELEVEN MADISON AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010,"(212) 325-2000",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"175,600",0,0,0,"16,000",,,0,"16,000","191,600",USD,,,0,2022-10-31,2022,10,1031,,,N-CSR,2022-12-30,,,,2022-10-31,"197,348,275","163,600,845","3,694,860,962","3,859,321,286"
"MFS SERIES TRUST VI",863032,,,000000000,"111 HUNTINGTON AVENUE","21ST FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,18006372929,MA,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"175,058",0,0,0,"1,896",,,"1,416","3,312","178,370",USD,,,0,2022-10-31,2022,10,1031,,,N-CSR,2022-12-22,,,,2022-10-31,"178,192,310","100,959,160","7,052,722,564","7,085,100,283"
"HSBC FUNDS",798290,,,043084306,"C/O HSBC FUNDS","66 HUDSON BOULEVARD E","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,1-800-782-8183,MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"175,000","36,000",0,0,"61,600",,,0,"97,600","272,600",USD,,,0,2022-10-31,2022,10,1031,,,N-CSR,2023-01-05,,,,,,,,
"SMALLCAP WORLD FUND INC",858744,,,000000000,"6455 IRVINE CENTER DRIVE",,IRVINE,Orange,CA,CALIFORNIA,"US West",92618,"(213) 486-9501",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"175,000","12,000",0,0,"56,000","56,000",,0,"68,000","243,000",USD,,,0,2022-09-30,2022,09,0930,,,N-CSR,2022-11-30,,,,2022-09-30,"677,755,000","66,217,000","55,580,144,000","56,968,583,000"
"KKR FS Income Trust",1930679,,,880591692,"201 ROUSE BOULEVARD",,PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19112,"(215) 495-1150",DE,,,,,525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,,,,"175,000",0,0,0,0,,,0,0,"175,000",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2024-03-13,,,,2022-12-31,0,0,,
"VIRTUS VARIABLE INSURANCE TRUST",792359,,,000000000,"ONE FINANCIAL PLAZA",,HARTFORD,Hartford,CT,CONNECTICUT,"US New England",06103,"(800) 248-7971",,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"174,922","8,175",0,0,"29,976",,,0,"38,151","213,073",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-03,,,,2022-12-31,"16,296,000","6,744,000","787,852,000","795,115,000"
"MEDICURE INC",1133519,MCUJF,"Pink Limited",,"SUITE 2","1250 WAVERLEY STREET",WINNIPEG,,A2,MANITOBA,Canada,"R2C 0A1","(204) 487-7412",A2,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"174,543",0,0,0,0,,,0,0,"174,543",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-06,0.813,2022-12-29,"8,334,317",2022-12-31,"17,023,000","1,007,000","5,317,000","22,066,000"
"Fidelity Colchester Street Trust",356173,,,000000000,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",DE,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"174,400",0,0,0,"26,000",,,"3,800","29,800","204,200",USD,,,0,2022-03-31,2022,03,0331,,,N-CSR,2022-05-19,,,,2022-03-31,"257,208,000","44,207,000","229,064,998,000","231,220,991,000"
"Managed Portfolio Series",1511699,,,,"615 EAST MICHIGAN STREET",,MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53202,"(414) 287-3700",,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"173,800",0,0,0,"88,200",,,0,"88,200","262,000",USD,,,0,2022-11-30,2022,11,0731,,,N-CSR,2023-02-06,,,,2022-12-31,"33,704,143","7,855,429","2,216,166,882","2,223,511,721"
"Voya FUNDS TRUST",1066602,,,000000000,"7337 E. DOUBLETREE RANCH ROAD, STE 100",,SCOTTSDALE,Maricopa,AZ,ARIZONA,"US Southwest",85258,"(800) 992-0180",DE,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"173,700",0,0,0,"61,300",,,0,"61,300","235,000",USD,,,0,2022-03-31,2022,03,1031,,,N-CSR,2022-06-03,,,,2022-03-31,"460,832,475","387,242,514","15,166,810,157","18,006,301,894"
"AB CORPORATE SHARES",1274676,,,000000000,"ALLIANCEBERNSTEIN LP","66 HUDSON BOULEVARD EAST, 26TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 969-1000",,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"173,662",0,0,0,"79,554",,,0,"79,554","253,216",USD,,,0,2022-04-30,2022,04,0430,,,N-CSR,2022-07-01,,,,2022-04-30,"23,178,019","23,178,019","8,352,235,361","9,215,816,193"
"Venture Lending & Leasing VIII, Inc.",1642862,,,473919702,"104 LA MESA DRIVE, SUITE 102",,"PORTOLA VALLEY","San Mateo",CA,CALIFORNIA,"US West",94028,"(650) 234-4300",,,,,,525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,,,,"173,055",0,0,0,"32,300",,,0,"32,300","205,355",USD,,,0,2022-12-31,2022,12,,,,"DEF 14A",2023-03-27,,,,2022-12-31,"13,771,258","9,505,978","39,993,758","40,531,890"
"Loop Industries, Inc.",1504678,LOOP,"NASDAQ Global Market",272094706,"480 FERNAND POITRAS",,TERREBONNE,,A8,QUEBEC,Canada,"J6Y 1Y4","(450) 951-8555",NV,,,2800,"Chemicals & Allied Products",517212,"Cellular and Other Wireless Telecommunications",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers srl",493,ONTARIO,"173,037","29,191",0,0,0,,,"5,875","35,066","208,103",USD,,,0,2022-02-28,2022,02,0228,,,"DEF 14A",2022-05-27,6.94,2022-02-28,"328,873,120",2022-02-28,0,"-44,920,956","44,981,180","59,220,199"
"Cavanal Hill Funds",864508,,,000000000,"4400 EASTON COMMONS #200",,COLUMBUS,Franklin,OH,OHIO,"US Midwest",43219,"(800) 762-7085",OH,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"172,175","42,000",0,0,"59,355",,,0,"101,355","273,530",USD,,,0,2022-07-31,2022,07,1231,,,N-CSR,2022-11-01,,,,2022-08-31,"24,787,316","16,495,732","3,503,889,262","3,514,094,350"
"Pioneer ILS Interval Fund",1616037,XILSX,,,"60 STATE STREET","5TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 742-7825",DE,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"172,172",0,0,0,"30,424",,,0,"30,424","202,596",USD,,,0,2022-10-31,2022,10,1031,,,N-CSR,2023-01-05,,,,,,,,
"CAPITAL WORLD BOND FUND",812303,,,000000000,"333 S HOPE ST - 55TH FL",,"LOS ANGELES","Los Angeles",CA,CALIFORNIA,"US West",90071,"(213) 486-9200",DE,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"172,000","3,000",0,0,"11,000","11,000",,0,"14,000","186,000",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-02-28,,,,,,,,
"United Maritime Corp",1912847,USEA,"NASDAQ Capital Market",,"154 VOULIAGMENIS AVENUE",,GLYFADA,,J3,GREECE,Foreign,"166 74","30 2130181507",1T,,,4400,"Water Transportation",488320,"Marine Cargo Handling",34,"Ernst & Young LLP",2,"Ernst & Young (Hellas) Cert. Auditors Accts.",45,GREECE,"172,000","46,000",0,0,0,,,0,"46,000","218,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-04,,,,2022-12-31,"22,784,000","37,490,000",,"125,655,000"
"Evaxion A/S",1828253,EVAX,"NASDAQ Capital Market",,"DR NEERGAARDS VEJ 5F",,HOERSHOLM,,G7,DENMARK,Foreign,,"(455) 265-6554",G7,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,"Ernst & Young godkendt revisionspartnerselskab",599,DENMARK,"172,000","50,000",0,0,0,,,"156,000","206,000","378,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-28,1.7667,2022-12-29,"40,994,168",2022-12-31,0,"-23,169,000",,"22,025,000"
"DAVIS SERIES INC",203002,,,362926440,"2949 E. ELVIRA ROAD","SUITE 101",TUCSON,Pima,AZ,ARIZONA,"US Southwest",85756,"(520) 806-7600",MD,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"171,614",0,0,0,"54,228",,,0,"54,228","225,842",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-03,,,,2022-12-31,"43,822,269","26,709,384","1,825,494,466","1,839,113,932"
"ECA Marcellus Trust I",1487798,ECTM,OTCID,276522024,"C/O BNY MELLON","601 TRAVIS STREET, FLOOR 16",HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(512) 236-6555",DE,,,1311,"Crude Petroleum and Natural Gas",533110,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",34,"Ernst & Young LLP",2,,,,"171,500",0,0,0,"205,000",,,0,"205,000","376,500",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2023-03-23,2.05,2022-12-31,"36,090,248",2022-12-31,"11,622,745","10,112,359","2,369,934","17,179,427"
"DELAWARE GROUP INCOME FUNDS",27825,,,232869117,"100 INDEPENDENCE","610 MARKET STREET",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19106-2354,18005231918,,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"170,860",0,0,0,"25,040",,,0,"25,040","195,900",USD,,,0,2022-07-31,2022,07,0731,,,N-CSR,2022-10-04,,,,2022-07-31,"113,212,771","93,689,767","2,927,609,463","2,989,193,501"
"BNY Mellon Investment Funds I",799295,,,043106135,"C/O BNY MELLON INVESTMENT ADVISER, INC.","240 GREENWICH STREET","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10286,"(212) 922-6400",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"170,850","27,900",0,0,0,,,0,"27,900","198,750",USD,,,0,2022-09-30,2022,09,1231,,,N-CSR,2022-11-25,,,,2022-09-30,"33,425,805","-4,958,671","3,204,305,338","3,245,251,819"
"EuroDry Ltd.",1731388,EDRY,"NASDAQ Capital Market",,"4 MESSOGIOU & EVROPIS STREET",,MAROUSSI,,J3,GREECE,Foreign,"151 24",30-211-1804006,1T,,,4400,"Water Transportation",483111,"Deep Sea Freight Transportation",34,"Deloitte & Touche LLP",3,"Deloitte Certified Public Accountants SA",615,GREECE,"170,000",0,0,0,0,,,0,0,"170,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-24,17.19,2022-12-31,"49,896,036",2022-12-31,"70,183,369","33,542,671",,"199,505,159"
"ARES STRATEGIC INCOME FUND",1918712,,,886432468,"245 PARK AVE","44TH FLOOR","NEW YORK",,NY,"NEW YORK","US Mid Atlantic",10067,"(212) 710-2191",NY,,,,,525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"170,000",0,0,0,0,,,0,0,"170,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2024-04-03,,,,,,,,
"Gulf Coast Ultra Deep Royalty Trust",1565146,GULTU,OTCID,466448579,"601 TRAVIS STREET","16TH FLOOR",HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(512) 236-6599",,,,1311,"Crude Petroleum and Natural Gas",533110,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",34,"Ernst & Young LLP",2,,,,"170,000",0,0,0,0,,,0,0,"170,000",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2023-03-15,0.04,2022-12-31,"9,206,908",2022-12-31,"2,472,908","1,877,816",,"2,310,845"
"STATE STREET MASTER FUNDS",1094885,,,043480508,"ONE CONGRESS STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02114,"(617) 664-3920",MA,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"169,819",0,0,0,"9,487",,,0,"9,487","179,306",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-08,,,,2022-12-31,"3,069,756,009","2,961,769,837","163,068,333,225","163,985,948,861"
"COMMERCE FUNDS",926243,,,000000000,"1000 WALNUT ST",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64121,"(800) 621-2550",DE,,,,,525910,"Open-End Investment Funds",40,"KPMG LLP",4,,,,"169,400",0,0,0,"38,000",,,0,"38,000","207,400",USD,,,0,2022-10-31,2022,10,1031,,,N-CSR,2022-12-22,,,,2022-10-31,"72,813,507","54,016,805","2,750,202,651","2,608,535,691"
"MFS SERIES TRUST IV",63068,,,046382595,"111 HUNTINGTON AVENUE","21ST FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,18006372929,MA,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"169,330",0,0,0,"1,932",,,95,"2,027","171,357",USD,,,0,2022-08-31,2022,08,0831,,,N-CSR,2022-10-25,,,,2022-08-31,"90,042,560","-25,166,983","14,258,806,378","14,302,333,845"
"WESTERN ASSET FUNDS INC",863520,,,000000000,"100 INTERNATIONAL DRIVE",,BALTIMORE,"Baltimore City",MD,MARYLAND,"US Mid Atlantic",21202,"(410) 454-2760",MD,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"169,204",0,0,0,"30,000",,,0,"30,000","199,204",USD,,,0,2022-05-31,2022,05,1231,,,N-CSR,2022-07-26,,,,2022-12-31,"1,667,701,938","1,435,445,087","40,775,139,281","48,543,658,874"
"AB HIGH INCOME FUND INC",915845,,,133747683,"ALLIANCEBERNSTEIN LP","66 HUDSON BOULEVARD EAST, 26TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 969-1000",MD,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"169,203",0,0,0,"31,574",,,0,"31,574","200,777",USD,,,0,2022-10-31,2022,10,1031,,,N-CSR,2023-01-03,,,,,,,,
"TEMPLETON FUNDS",225930,,,222169185,"300 S.E. 2ND STREET",,"FORT LAUDERDALE",Broward,FL,FLORIDA,"US Southeast",33301-1923,"(954) 527-7500",FL,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"168,490","6,000",0,0,0,,,0,"6,000","174,490",USD,,,0,2022-08-31,2022,08,0831,,,N-CSR,2022-10-31,,,,2022-08-31,"115,908,239","56,944,907","4,708,421,260","4,795,515,783"
"Eagle Point Income Co Inc.",1754836,EIC,NYS,,"600 STEAMBOAT RD, SUITE 202",,GREENWICH,Fairfield,CT,CONNECTICUT,"US New England",06830,"(203) 862-3150",DE,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"168,000","224,000",0,0,"67,685",,,0,"291,685","459,685",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-02-22,,,,,,,,
"Pioneer Series Trust IV",1331854,,,000000000,"60 STATE STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 742-7825",,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"167,808",0,0,0,"29,234",,,0,"29,234","197,042",USD,,,0,2022-07-31,2022,07,0731,,,N-CSR,2022-10-05,,,,2022-07-31,"115,933,232","97,387,301","2,193,057,947","2,254,554,971"
"LKCM Funds",918942,,,000000000,"301 COMMERCE","SUITE 1600","FORT WORTH",Tarrant,TX,TEXAS,"US Southwest",76102,"(817) 332-3235",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"167,450",0,0,0,0,,,"36,720","36,720","204,170",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-09,,,,2022-12-31,"20,954,379","11,735,784","1,125,139,453","1,127,191,376"
"LORD ABBETT GLOBAL FUND INC",829901,,,133460109,"30 HUDSON STREET",,"JERSEY CITY",Hudson,NJ,"NEW JERSEY","US Mid Atlantic",07302,"(201) 827-2000",NY,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"166,000",0,0,0,0,,,0,0,"166,000",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-02,,,,2022-12-31,"12,889,988","10,946,326","179,655,689","183,880,607"
"FIDELITY CAPITAL TRUST",275309,,,042657680,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"165,700","15,200",0,0,"39,800",,,"5,200","60,200","225,900",USD,,,0,2022-10-31,2022,10,1031,,,N-CSR,2023-12-21,,,,,,,,
"FIDELITY HASTINGS STREET TRUST",35348,,,046026953,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 563-7000",MA,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"165,600","15,400",0,0,"36,300",,,"5,100","56,800","222,400",USD,,,0,2022-06-30,2022,06,0630,,,N-CSR,2022-08-19,,,,2022-12-31,"95,456,166","95,430,058","1,544,160,115","1,560,875,881"
"BARINGS CORPORATE INVESTORS",275694,MCI,NYS,042483041,"C/O BARINGS LLC","300 SOUTH TRYON STREET, SUITE 2500",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28202,"(704) 805-7200",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"165,000",0,0,0,"62,000",,,0,"62,000","227,000",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-10,13.96,2022-12-31,"282,853,597",2022-12-31,"16,210,482","14,385,820",,"386,052,933"
"BARINGS PARTICIPATION INVESTORS",831655,MPV,NYS,043025730,"C/O BARINGS LLC","300 SOUTH TRYON STREET, SUITE 2500",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28202,"(704) 805-7200",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"165,000",0,0,0,"62,000",,,0,"62,000","227,000",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-10,12.32,2022-12-31,"130,612,944",2022-12-31,"8,262,566","6,997,122",,"186,120,707"
"AMERICAN CENTURY VARIABLE PORTFOLIOS INC",814680,,,431460078,"4500 MAIN STREET","9TH FLOOR","KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",MD,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"164,040",0,0,0,0,,,0,0,"164,040",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-02-23,,,,2022-12-31,"73,544,816","45,032,695","3,250,221,063","3,274,413,068"
"OPTIMUM FUND TRUST",1227523,,,000000000,"100 INDEPENDENCE","610 MARKET STREET",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19106-2354,"(800) 914-0278",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"163,955",0,0,0,"30,050",,,0,"30,050","194,005",USD,,,0,2022-03-31,2022,03,0331,,,N-CSR,2022-06-08,,,,2022-03-31,"159,166,819","63,546,509","9,372,844,043","10,431,503,913"
"PIMCO Access Income Fund",1886878,PAXS,NYS,,"1633 BROADWAY",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(844) 337-4626",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"163,785","113,300",0,0,0,,,0,"113,300","277,085",USD,,,0,2022-06-30,2022,06,0630,,,N-CSR,2022-09-02,,,,,,,,
"Cactus Acquisition Corp. 1 Ltd",1865861,CCTSF,"Pink Limited",0000000,"4B CEDAR BROOK DRIVE",,CRANBURY,Middlesex,NJ,"NEW JERSEY","US Mid Atlantic",08512,"(609) 495-2222",E9,,,6770,"Blank Checks",999999,Unassigned,34,"PricewaterhouseCoopers LLP",1,"Kesselman & Kesselman",223,ISRAEL,"163,250",0,0,0,0,,,0,0,"163,250",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2023-03-30,10.26,2022-12-29,"129,789,000",2022-12-31,0,"894,000",,"131,411,000"
"Calvert Fund",701039,,,526228948,"2050 M STREET NW",,WASHINGTON,"District of Columbia",DC,"DISTRICT OF COLUMBIA","US Mid Atlantic",20036,"(800) 225-6265",MD,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"163,000",0,0,0,0,,,0,0,"163,000",USD,,,0,2022-09-30,2022,09,0930,,,N-CSR,2022-11-28,,,,2022-09-30,"138,675,311","109,342,184","4,560,415,046","4,815,354,234"
