Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"abrdn Palladium ETF Trust",1459862,PALL,"NYSE Arca",264733157,"C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 405-5700",DE,,,6221,"Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,"KPMG LLP",4,,,,"94,000",0,0,0,0,,,0,0,"94,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-28,83.75,2025-01-02,"397,812,512",2024-12-31,,"-67,646,000",,"354,243,000"
"abrdn Platinum ETF Trust",1460235,PPLT,"NYSE Arca",264732885,"C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 405-5700",DE,,,6221,"Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,"KPMG LLP",4,,,,"94,000",0,0,0,0,,,0,0,"94,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-28,84.59,2025-01-02,"993,932,480",2024-12-31,,"-94,684,000",,"1,019,466,000"
"abrdn Silver ETF Trust",1450922,SIVR,"NYSE Arca",264586763,"C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 405-5700",DE,,,6221,"Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,"KPMG LLP",4,,,,"94,000",0,0,0,0,,,0,0,"94,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-28,28.22,2025-01-02,"1,433,575,936",2024-12-31,,"215,240,000",,"1,421,490,000"
"abrdn Gold ETF Trust",1450923,SGOL,"NYSE Arca",264587209,"C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 405-5724",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"94,000",0,0,0,0,,,0,0,"94,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-28,25.39,2025-01-02,"3,831,351,040",2024-12-31,,"710,639,000",,"3,756,668,000"
"Western Asset Diversified Income Fund (WDI)",1819559,WDI,NYS,,"FRANKLIN TEMPLETON C/O MITCHELL O'BRIEN","280 PARK AVENUE, 8TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,12128056026,MD,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"93,932",0,0,0,"10,000",,,"9,600","19,600","113,532",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-02-28,,,,,,,,
"Western Asset Mortgage Opportunity Fund Inc.",1478102,DMO,NYS,000000000,"C/O FRANKLIN TEMPLETON, MITCHELL O'BRIEN","280 PARK AVENUE, 8TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(888) 777-0102",NY,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"93,932",0,0,0,"10,000",,,"28,000","38,000","131,932",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-03-04,11.8,2024-12-31,,2024-12-31,"17,459,104",,,"256,499,793"
"ABRDN GLOBAL INCOME FUND, INC.",876717,FCO,ASE,133334183,"1900 MARKET STREET","SUITE 200",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 405-5700",MD,,,,,525910,"Open-End Investment Funds",40,"KPMG LLP",4,,,,"93,900",0,0,0,0,,,0,0,"93,900",USD,,,0,2024-10-31,2024,10,1031,,,N-CSR,2025-01-10,19.6,2024-10-31,,2024-10-31,"9,445,129",,,"70,466,787"
"PIMCO MUNICIPAL INCOME FUND II",1170299,PML,NYS,000000000,"1633 BROADWAY",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 739-4000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"93,369",0,0,0,0,,,0,0,"93,369",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-03-06,,,,,,,,
"Tax-Managed Growth Portfolio",1002667,,,043291529,"ONE POST OFFICE SQUARE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"93,300",0,0,0,0,,,0,0,"93,300",USD,,,0,2024-12-31,2024,12,,,,N-CSR,2025-02-27,,,,,,,,
"PRUDENTIAL INVESTMENT PORTFOLIOS 2",1099692,,,000000000,"655 BROAD STREET","6TH FLOOR",NEWARK,Essex,NJ,"NEW JERSEY","US Mid Atlantic",07102,"(973) 367-8982",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"93,280",0,0,0,0,,,0,0,"93,280",USD,,,0,2024-01-31,2024,01,0131,,,N-CSR,2024-03-26,,,,,,,,
"High Income Opportunities Portfolio",921370,,,043162766,"ONE POST OFFICE SQUARE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"93,200",0,0,0,0,,,0,0,"93,200",USD,,,0,2024-10-31,2024,10,1031,,,N-CSR,2024-12-27,,,,,,,,
"Franklin Floating Rate Master Trust",1109441,,,943356217,"ONE FRANKLIN PARKWAY",,"SAN MATEO","San Mateo",CA,CALIFORNIA,"US West",94403-1906,"(650) 312-2000",FL,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"92,894",0,0,0,0,,,0,0,"92,894",USD,,,0,2024-07-31,2024,07,0731,,,N-CSR,2024-09-30,,,,,,,,
"FRANKLIN UNIVERSAL TRUST",833040,FT,NYS,943077602,"ONE FRANKLIN PARKWAY",,"SAN MATEO","San Mateo",CA,CALIFORNIA,"US West",94403-1906,"(650) 312-2000",FL,,,,,525920,"Trusts, Estates, and Agency Accounts",40,"PricewaterhouseCoopers LLP",1,,,,"92,823",0,0,0,0,,,0,0,"92,823",USD,,,0,2024-08-31,2024,08,0831,,,N-CSR,2024-11-01,7.28,2024-08-31,,2024-08-31,"34,970,153",,,"266,927,310"
"FIDELITY ADVISOR SERIES VIII",729218,,,042778701,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"92,700",0,0,0,"24,300",,,"2,200","26,500","119,200",USD,,,0,2024-10-31,2024,10,1031,,,N-CSR,2024-12-20,,,,2024-10-31,"262,458,497","124,954,176","16,909,616,399","17,340,901,480"
"BlackRock Variable Series Funds II, Inc.",1738072,,,,"100 BELLEVUE PARKWAY",,WILMINGTON,"New Castle",DE,DELAWARE,"US Mid Atlantic",19809,"(800) 441-7762",MD,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"92,616",0,0,0,"31,000",,,0,"31,000","123,616",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-02-24,,,,,,,,
"NYLI MacKay DefinedTerm Muni Opportunities Fund",1518557,MMD,NYS,,"51 MADISON AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010,"(212) 576-7000",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"92,500",0,0,0,0,,,0,0,"92,500",USD,,,0,2024-05-31,2024,05,0531,,,N-CSR,2024-08-05,,,,,,,,
"Columbia Funds Series Trust II",1352280,,,204384176,"290 CONGRESS STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(800) 345-6611",MA,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"92,500",0,0,0,"51,400",,,0,"51,400","143,900",USD,,,0,2024-01-31,2024,01,1231,,,N-CSR,2024-04-03,,,,,,,,
"John Hancock GA Mortgage Trust",1742952,,,,"C/O JOHN HANCOCK FUNDS","200 BERKELEY STREET",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02116,"(617) 663-3000",DE,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"92,400",0,0,0,"15,750",,,0,"15,750","108,150",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-03-07,,,,,,,,
"Gabelli ETFs Trust",1748425,,,,"ONE CORPORATE CENTER",,RYE,Westchester,NY,"NEW YORK","US Mid Atlantic",10580,"(914) 921-8371",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"91,800",0,0,0,"23,920",,,"10,000","33,920","125,720",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-03-10,,,,,,,,
"INVESCO QQQ TRUST, SERIES 1",1067839,QQQ,,753098642,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"91,600","149,000",0,0,"9,688",,,0,"158,688","250,288",USD,,,0,2024-09-30,2024,09,0930,,,"DEF 14A",2025-08-18,,,,,,,,
"ADVISORS' INNER CIRCLE FUND",878719,,,000000000,"1 FREEDOM VALLEY DRIVE",,OAKS,Delaware,PA,PENNSYLVANIA,"US Mid Atlantic",19087,"(800) 932-7781",,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"91,274",0,0,0,0,,,0,0,"91,274",USD,,,0,2024-10-31,2024,10,1231,,,N-CSR,2025-01-07,,,,,,,,
"GLOBAL MACRO TRUST",1145765,,,367362830,"C/O MILLBURN CORP","411 WEST PUTNAM AVENUE",GREENWICH,Fairfield,CT,CONNECTICUT,"US New England",06830,"(203) 625-7554",DE,,,6221,"Commodity Contracts Brokers and Dealers",525920,"Trusts, Estates, and Agency Accounts",34,"Deloitte & Touche LLP",3,,,,"91,000",0,0,0,0,,,0,0,"91,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-31,,,,2024-12-31,"3,815,387","-45,204","70,303,642","71,639,372"
"Franklin California Tax Free Income Fund",225375,,,942450603,"ONE FRANKLIN PARKWAY",,"SAN MATEO","San Mateo",CA,CALIFORNIA,"US West",94403-1906,"(650) 312-2000",FL,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"90,664",0,0,0,0,,,0,0,"90,664",USD,,,0,2024-02-29,2024,02,0228,,,N-CSR,2024-04-30,,,,,,,,
"PRUDENTIAL INVESTMENT PORTFOLIOS 8",887991,,,000000000,"655 BROAD STREET","6TH FLOOR",NEWARK,Essex,NJ,"NEW JERSEY","US Mid Atlantic",07102,"(973) 802-5032",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"90,597",0,0,0,0,,,0,0,"90,597",USD,,,0,2024-09-30,2024,09,0930,,,N-CSR,2024-12-03,,,,,,,,
"Aterian, Inc.",1757715,ATER,"NASDAQ Capital Market",831739858,"350 SPRINGFIELD AVENUE","SUITE #200",SUMMIT,Union,NJ,"NEW JERSEY","US Mid Atlantic",07901,"(347) 676-1681",DE,,,3634,"Electric Housewares and Fans",423620,"Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers",34,"Deloitte & Touche LLP",3,,,,"90,514",0,0,0,0,,,0,0,"90,514",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-25,2.51,2025-01-02,"21,975,520",2024-12-31,"99,045,000","-11,862,000","20,260,000","49,542,000"
"TEMPLETON GLOBAL INVESTMENT TRUST",916488,,,650568935,"300 S.E. 2ND STREET",,"FORT LAUDERDALE",Broward,FL,FLORIDA,"US Southeast",33301-1923,"(954) 572-7591",FL,,,,,525110,"Pension Funds",40,"PricewaterhouseCoopers LLP",1,,,,"90,453",0,0,0,0,,,0,0,"90,453",USD,,,0,2024-08-31,2024,08,1231,,,N-CSR,2024-11-01,,,,,,,,
"iShares Bitcoin Trust ETF",1980994,IBIT,"NASDAQ Global Market",936461129,"C/O ISHARES DELAWARE TRUST SPONSOR, LLC","400 HOWARD STREET","SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94105,"(415) 670-6416",DE,,,6221,"Commodity Contracts Brokers and Dealers",523130,"Commodity Contracts Dealing",34,"PricewaterhouseCoopers LLP",1,,,,"90,400","9,150",0,0,0,,,0,"9,150","99,550",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-05,55.37,2025-01-02,"42,211,872,768",2024-12-31,,"14,232,135,930",,"51,553,591,311"
"FRANKLIN MANAGED TRUST",805650,,,000000000,"ONE FRANKLIN PARKWAY",,"SAN MATEO","San Mateo",CA,CALIFORNIA,"US West",94403-1906,"(650) 312-3000",FL,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"90,206","3,000",0,0,0,,,0,"3,000","93,206",USD,,,0,2024-09-30,2024,09,0930,,,N-CSR,2024-11-27,,,,,,,,
"FIDELITY UNION STREET TRUST",35330,,,046343201,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"90,200","7,400",0,0,"11,000",,,"3,200","21,600","111,800",USD,,,0,2024-08-31,2024,08,0831,,,N-CSR,2024-10-23,,,,,,,,
"ABRDN ASIA-PACIFIC INCOME FUND, INC.",790500,FAX,ASE,133334183,"1900 MARKET STREET","SUITE 200",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 405-5700",MD,,,0000,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"90,100",0,0,0,0,,,0,0,"90,100",USD,,,0,2024-10-31,2024,10,1031,,,N-CSR,2025-01-10,16.4,2024-10-31,"677,035,099",2024-10-31,"115,233,843","111,463,096",,"1,168,028,148"
"SLR Private Credit BDC II LLC",1932591,,,881890628,"500 PARK AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022,"(212) 993-1660",DE,,,,,525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"90,000",0,0,0,"15,000",,,0,"15,000","105,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-25,,,,,,,,
"VANGUARD WINDSOR FUNDS",107606,,,510082711,"PO BOX 2600",V26,"VALLEY FORGE",Chester,PA,PENNSYLVANIA,"US Mid Atlantic",19482,"(610) 669-1000",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"90,000",0,0,0,0,,,0,0,"90,000",USD,,,0,2024-10-31,2024,10,1031,,,N-CSR,2025-01-03,,,,,,,,
"PUTNAM FUNDS TRUST",1005942,,,043299786,"100 FEDERAL STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 760-1000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"89,933",0,0,0,"9,614",,,0,"9,614","99,547",USD,,,0,2024-02-29,2024,02,0228,,,N-CSR,2024-04-25,,,,,,,,
"CERES TACTICAL SYSTEMATIC L.P.",1209709,,,134224248,"C/O CERES MANAGED FUTURES LLC","1585 BROADWAY","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(855) 672-4468",NY,,,6221,"Commodity Contracts Brokers and Dealers",523910,"Miscellaneous Intermediation",34,"Ernst & Young LLP",2,,,,"89,925",0,0,0,0,,,0,0,"89,925",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-20,,,,,,,,
"Fidelity Ethereum Fund",2000046,FETH,,996342530,"245 SUMMER STREET",V13E,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(800) 343-3548",DE,,,6199,"Finance Services",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"89,800",0,0,0,0,,,0,0,"89,800",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-14,,,,,,,,
"TEMPLETON GROWTH FUND INC",805664,,,592745039,"300 S.E. 2ND STREET",,"FORT LAUDERDALE",Broward,FL,FLORIDA,"US Southeast",33301-1923,"(954) 527-7500",FL,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"89,560","6,000",0,0,0,,,0,"6,000","95,560",USD,,,0,2024-08-31,2024,08,0831,,,N-CSR,2024-11-01,,,,,,,,
"US Mortgage-Backed & Income Fund for Puerto Rico Residents, Inc.",1847309,,,,"250 MUNOZ RIVERA","TENTH FLOOR","SAN JUAN",,PR,"PUERTO RICO","US Southeast",00918,"(787) 250-3600",PR,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"88,997","9,800",0,0,"10,412",,,0,"20,212","109,209",USD,,,0,2024-09-30,2024,09,0930,,,N-CSR,2024-12-05,,,,,,,,
"INVESCO DB BASE METALS FUND",1383084,DBB,"NYSE Arca",870778075,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"173,962",,,0,"184,212","273,142",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,18.68,2025-01-02,"113,948,000",2024-12-31,"6,866,933","7,476,785",,"118,691,941"
"Invesco DB Commodity Index Tracking Fund",1328237,DBC,"NYSE Arca",326042243,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"1,095,433",,,0,"1,105,683","1,194,613",USD,Uncertain,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,21.59,2025-01-02,"1,387,157,504",2024-12-31,"82,158,273","22,382,410",,"1,291,808,127"
"Invesco DB Precious Metals Fund",1383057,DBP,"NYSE Arca",870778065,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"77,841",,,0,"88,091","177,021",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,61.46,2025-01-02,"172,088,000",2024-12-31,"8,050,570","36,281,309",,"155,891,183"
"Invesco DB Multi-Sector Commodity Trust",1367306,,,870778060,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"173,962",,,0,"184,212","273,142",USD,,,1,2024-12-31,2024,12,1231,,,10-K,2025-02-26,,,,,,,,
"Invesco DB Oil Fund",1383058,DBO,"NYSE Arca",870778062,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"181,058",,,0,"191,308","280,238",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,14.52,2025-01-02,"219,252,000",2024-12-31,"11,810,984","19,586,420",,"212,255,856"
"INVESCO DB AGRICULTURE FUND",1383082,DBA,"NYSE Arca",870778078,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"514,603",,,0,"524,853","613,783",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,26.62,2025-01-02,"754,676,992",2024-12-31,"37,786,391","210,394,674",,"787,914,891"
"Invesco DB Energy Fund",1383062,DBE,"NYSE Arca",870778060,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"72,764",,,0,"83,014","171,944",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,18.84,2025-01-02,"50,868,000",2024-12-31,"3,587,921","2,440,398",,"47,257,701"
"Invesco DB US Dollar Index Trust",1371571,,,870778084,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"671,598",,,0,"681,848","770,778",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,,,,,,,,
"Invesco DB US Dollar Index Bullish Fund",1383151,UUP,"NYSE Arca",870778082,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"671,598",,,0,"681,848","770,778",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,29.67,2025-01-02,"336,754,496",2024-12-31,"19,286,633","44,538,804",,"429,785,718"
"INVESCO DB US DOLLAR INDEX BEARISH FUND",1383149,UDN,"NYSE Arca",870778084,"3500 LACEY ROAD","SUITE 700","DOWNERS GROVE",DuPage,IL,ILLINOIS,"US Midwest",60515,"(800) 983-0903",DE,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"88,930","10,250",0,0,"98,936",,,0,"109,186","198,116",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,16.59,2025-01-02,"55,576,500",2024-12-31,"3,047,244","-3,449,348",,"51,314,097"
"SEQUOIA FUND INC",89043,,,132663968,"45 ROCKEFELLER PLAZA","34TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10111,"(212) 832-5280",MD,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"88,850",0,0,0,"8,550",,,0,"8,550","97,400",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-03-04,,,,,,,,
"TORTOISE ENERGY INDEPENDENCE FUND, INC.",1547158,NDP,NYS,,"6363 COLLEGE BOULEVARD","SUITE 100A","OVERLAND PARK",Johnson,KS,KANSAS,"US Midwest",66211,"(913) 981-1020",MD,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"88,675",0,0,0,"23,353",,,0,"23,353","112,028",USD,,,0,2024-11-30,2024,11,1130,,,N-CSR,2025-02-07,,,,,,,,
"PUTNAM SUSTAINABLE LEADERS FUND",865177,,,043091455,"100 FEDERAL STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 292-1000",MA,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"88,618",0,0,0,"6,887",,,0,"6,887","95,505",USD,,,0,2024-06-30,2024,06,0630,,,N-CSR,2024-08-29,,,,,,,,
"AB GLOBAL RISK ALLOCATION FUND, INC.",69752,,,136020908,"ALLIANCEBERNSTEIN LP","66 HUDSON BOULEVARD EAST, 26TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 969-1000",MA,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"88,612",0,0,0,"42,068",,,0,"42,068","130,680",USD,,,0,2024-11-30,2024,11,1130,,,N-CSR,2025-02-07,,,,,,,,
"abrdn Healthcare Opportunities Fund",1604522,THQ,NYS,,"1900 MARKET STREET","SUITE 200",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(617) 772-8500",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"88,400",0,0,0,0,,,0,0,"88,400",USD,,,0,2024-09-30,2024,09,0930,,,N-CSR,2024-12-09,,,,,,,,
"Federated Hermes Core Trust III",1411674,,,000000000,"4000 ERICSSON DRIVE",,WARRENDALE,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15086,"(412) 288-1900",DE,,,,,525910,"Open-End Investment Funds",40,"KPMG LLP",4,,,,"88,134",0,0,0,0,,,0,0,"88,134",USD,,,0,2024-03-31,2024,03,0331,,,N-CSR,2024-05-29,,,,,,,,
"AMERICAN FUNDS PORTFOLIO SERIES",1537151,,,,"333 S HOPE STREET","55TH FLOOR","LOS ANGELES","Los Angeles",CA,CALIFORNIA,"US West",90071,"(213) 486-9200",DE,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"88,000","14,000",0,0,"35,000","35,000",,0,"49,000","137,000",USD,,,0,2024-10-31,2024,10,1031,,,N-CSR,2025-01-07,,,,,,,,
"Eaton Vance Municipal Bond Fund",1176984,EIM,ASE,000000000,"ONE POST OFFICE SQUARE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 482-8260",,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"88,000",0,0,0,0,,,0,0,"88,000",USD,,,0,2024-09-30,2024,09,0930,,,N-CSR,2024-11-26,10.76,2024-09-30,"612,486,606",2024-09-30,"101,369,332","84,245,370",,"991,762,758"
"DoubleLine Yield Opportunities Fund",1788399,DLY,NYS,,"2002 N. TAMPA ST., SUITE 200",,TAMPA,Hillsborough,FL,FLORIDA,"US Southeast",33602,"(813) 791-7333",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"87,749",0,0,0,"11,240",,,0,"11,240","98,989",USD,,,0,2024-09-30,2024,09,0930,,,N-CSR,2024-11-29,16.59,2024-09-30,"798,631,800",2024-09-30,"134,051,525","132,864,603",,"980,985,808"
