Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"COMMERCE FUNDS",926243,,,000000000,"1000 WALNUT ST",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64121,"(800) 621-2550",DE,,,,,525910,"Open-End Investment Funds",40,"KPMG LLP",4,,,,"165,350",0,0,0,"38,000",,,0,"38,000","203,350",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2022-01-07,,,,2021-10-31,"72,723,415","52,730,236","3,218,353,111","3,238,486,037"
"AMERICAN CENTURY VARIABLE PORTFOLIOS INC",814680,,,431460078,"4500 MAIN STREET","9TH FLOOR","KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",MD,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"165,250",0,0,0,0,,,0,0,"165,250",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-02-24,,,,2021-12-31,"62,598,812","31,511,820","3,871,998,886","3,888,931,756"
"Eaton Vance Investment Trust",779991,,,000000000,"ONE POST OFFICE SQUARE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"165,050",0,0,0,"30,057",,,0,"30,057","195,107",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-05-26,,,,2021-03-31,"38,896,855","29,738,915","2,024,189,152","2,069,102,904"
"Goldman Sachs Middle Market Lending Corp. II",1865174,,,873643363,"200 WEST STREET",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10282,"(212) 902-0300",DE,,,,,523920,"Portfolio Management",34,"PricewaterhouseCoopers LLP",1,,,,"165,000",0,0,0,0,,,0,0,"165,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-09-13,,,,2021-12-31,"114,000","-1,568,000","26,928,000","67,626,000"
"TEMPLETON FUNDS",225930,,,222169185,"300 S.E. 2ND STREET",,"FORT LAUDERDALE",Broward,FL,FLORIDA,"US Southeast",33301-1923,"(954) 527-7500",FL,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"164,793","6,266",0,0,0,,,"3,198","9,464","174,257",USD,,,0,2021-08-31,2021,08,0831,,,N-CSR,2021-10-28,,,,2021-08-31,"205,535,531","138,162,695","6,537,127,448","6,591,825,943"
"Clarion Partners Real Estate Income Fund Inc.",1762562,CPRDX,,,"620 8TH AVENUE","47TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10018,"(888) 777-0102",MD,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"164,500",0,0,0,"111,000",,,0,"111,000","275,500",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-01,,,,2021-12-31,"16,301,485","761,482","231,351,182","357,168,771"
"CAPITAL INCOME BUILDER",811968,,,000000000,"333 S HOPE ST - 55TH FL",,"LOS ANGELES","Los Angeles",CA,CALIFORNIA,"US West",90071,"(213) 486-9200",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"164,000",0,0,0,"9,000","9,000",,0,"9,000","173,000",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2022-01-03,,,,2021-10-31,"3,970,543,000","3,399,362,000","110,066,505,000","113,600,294,000"
"FIDELITY CAPITAL TRUST",275309,,,042657680,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"163,500","16,000",0,0,"40,900",,,"5,500","62,400","225,900",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-21,,,,,,,,
"NUVEEN MULTISTATE TRUST II /MA/",1018975,,,000000000,"C/O NUVEEN INVESTMENTS","333 WEST WACKER DRIVE 33RD FLOOR",CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606,"(312) 917-7783",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"163,380",0,0,0,0,,,0,0,"163,380",USD,,,0,2021-02-28,2021,02,0228,,,N-CSR,2021-05-06,,,,2021-02-28,"215,747,500","171,742,398","6,304,589,551","6,828,440,108"
"Eagle Point Income Co Inc.",1754836,EIC,NYS,,"600 STEAMBOAT RD, SUITE 202",,GREENWICH,Fairfield,CT,CONNECTICUT,"US New England",06830,"(203) 862-3150",DE,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"163,000","69,500",0,0,"33,120",,,0,"102,620","265,620",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-02-17,,,,2021-12-31,"11,871,793","6,100,347","115,349,167","173,181,861"
"CV Sciences, Inc.",1510964,CVSI,OTCQB,800944970,"9530 PADGETT STREET","SUITE 107","SAN DIEGO","San Diego",CA,CALIFORNIA,"US West",92126,"(866) 290-2157",DE,,,2834,"Pharmaceutical Preparations",325411,"Medicinal and Botanical Manufacturing",34,"Deloitte & Touche LLP",3,,,,"162,284",0,0,0,0,,,0,0,"162,284",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-15,0.12,2021-12-31,"13,497,840",2021-12-31,"20,048,000","-15,554,000","2,058,000","18,066,000"
"AMERICAN CENTURY MUTUAL FUNDS, INC.",100334,,,446006315,"4500 MAIN STREET",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",MD,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"162,200",0,0,0,0,,,0,0,"162,200",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-29,,,,2021-10-31,"294,115,852","-139,325,175","57,368,514,764","57,571,442,425"
"AB HIGH INCOME FUND INC",915845,,,133747683,"ALLIANCEBERNSTEIN LP","66 HUDSON BOULEVARD EAST, 26TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 969-1000",MD,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"161,146",0,0,0,"42,567",,,0,"42,567","203,713",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2022-01-03,,,,2021-10-31,"282,175,645","246,213,241","4,489,157,246","473,185,517"
"AB MUNICIPAL INCOME FUND, INC.",798737,,,000000000,"ALLIANCEBERNSTEIN LP","66 HUDSON BOULEVARD EAST, 26TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 969-1000",MA,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"161,054",0,0,0,"72,484",,,0,"72,484","233,538",USD,,,0,2021-05-31,2021,05,0531,,,N-CSR,2021-08-02,,,,2021-05-31,"236,311,630","191,028,007","7,238,793,104","7,638,615,434"
"PRUDENTIAL INVESTMENT PORTFOLIOS 3",1104631,,,000000000,"655 BROAD ST.","6TH FL",NEWARK,Essex,NJ,"NEW JERSEY","US Mid Atlantic",07102-4077,"(973) 802-5032",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"161,000",0,0,0,0,,,0,0,"161,000",USD,,,0,2021-02-28,2021,02,0228,,,N-CSR,2021-04-27,,,,2021-02-28,"72,810,415","49,481,015","1,180,914","3,839,050,414"
"MFS SERIES TRUST IV",63068,,,046382595,"111 HUNTINGTON AVENUE","21ST FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,18006372929,MA,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"160,777",0,0,0,"30,463",,,"3,101","33,564","194,341",USD,,,0,2021-08-31,2021,08,0831,,,N-CSR,2021-10-20,,,,2021-08-31,"65,118,754","-44,663,921","16,977,755,711","17,025,033,627"
"Kimbell Tiger Acquisition Corp",1863099,,NYS,863513156,"777 TAYLOR STREET","SUITE 810","FORT WORTH",Tarrant,TX,TEXAS,"US Southwest",76102,"(817) 945-9700",DE,,,6770,"Blank Checks",999999,Unassigned,34,"KPMG LLP",4,,,,"160,500",0,0,0,0,,,0,0,"160,500",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-03-31,,,,,,,,
"Pioneer ILS Interval Fund",1616037,XILSX,,,"60 STATE STREET","5TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 742-7825",DE,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"160,160",0,0,0,"28,301",,,0,"28,301","188,461",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2022-01-03,,,,2021-10-31,"52,562,076","33,826,511","982,922,603","991,397,140"
"DEFSEC Technologies Inc.",1889823,DFSC,"NASDAQ Capital Market",,"155 TERENCE MATTHEWS CRESCENT, UNIT #1",,OTTAWA,,A6,ONTARIO,Canada,"K2M 2A8","(613) 241-1849",A1,,,7372,"Prepackaged Software",332994,"Small Arms Manufacturing",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"160,099",0,0,0,"18,194",,,0,"18,194","178,292",USD,,,0,2021-09-30,2021,09,0930,,,20-F,2023-01-27,,,,2021-09-30,"1,007,068","-7,353,177","2,983,787","6,881,514"
"CAPITAL GROUP PRIVATE CLIENT SERVICES FUNDS",1474365,,,000000000,"6455 IRVINE CENTER DRIVE",,IRVINE,Orange,CA,CALIFORNIA,"US West",92618,"(213) 486-9200",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"160,000",0,0,0,"33,000","33,000",,0,"33,000","193,000",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2022-01-03,,,,2021-10-31,"34,162,000","27,539,000","2,474,020,000","2,613,679,000"
"BlackRock Direct Lending Corp.",1834543,,,853439073,"2951 28TH STREET, SUITE 1000",,"SANTA MONICA","Los Angeles",CA,CALIFORNIA,"US West",90405,"(310) 566-1094",DE,,,,,525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,,,,"160,000",0,0,0,"27,500","27,500",,0,"27,500","187,500",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-05-05,,,,2021-12-31,"4,590,044","2,154,404","86,602,358","120,041,661"
"Alpha Tau Medical Ltd.",1871321,DRTS,"NASDAQ Capital Market",,"KIRYAT HAMADA 5",,JERUSALEM,,L3,ISRAEL,Foreign,9777605,972-3-577-4115,L3,,,3841,"Surgical and Medical Instruments and Apparatus",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,"Kost Forer Gabbay & Kasierer",222,ISRAEL,"160,000","80,000",0,0,"26,000",,,0,"106,000","266,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-28,,,,2021-12-31,0,"-27,271,000",,"42,215,000"
"SL Investment Corp.",1825590,,,853472615,"1585 BROADWAY",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(212) 761-4000",DE,,,,,523110,"Investment Banking and Securities Dealing",34,"Deloitte & Touche LLP",3,,,,"160,000",0,0,0,0,,,0,0,"160,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-14,,,,2021-12-31,"33,334,000","23,178,000","429,724,000","952,508,000"
"DAVIS SERIES INC",203002,,,362926440,"2949 E. ELVIRA ROAD","SUITE 101",TUCSON,Pima,AZ,ARIZONA,"US Southwest",85756,"(520) 806-7600",MD,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"159,824",0,0,0,"51,684",,,0,"51,684","211,508",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-03,,,,2021-12-31,"34,204,754","15,788,176","2,289,259,616","2,311,799,944"
"SCP Private Credit Income BDC LLC",1743415,,,830634992,"500 PARK AVENUE","5TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022,"(212) 993-1670",DE,,,,,525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"159,400",0,0,0,"17,500",,,0,"17,500","176,900",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-03-01,,,,2021-12-31,"22,302,000","9,287,000","176,113,000","453,370,000"
"OPTIMUM FUND TRUST",1227523,,,000000000,"100 INDEPENDENCE","610 MARKET STREET",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19106-2354,"(800) 914-0278",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"159,180",0,0,0,"29,175",,,0,"29,175","188,355",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-06-04,,,,2021-03-31,"1,078,150,605","69,747,902","8,990,378,190","9,974,627,848"
"VIRTUS VARIABLE INSURANCE TRUST",792359,,,000000000,"ONE FINANCIAL PLAZA",,HARTFORD,Hartford,CT,CONNECTICUT,"US New England",06103,"(800) 248-7971",,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"159,020","8,877",0,0,"23,525",,,0,"32,402","191,422",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-07,,,,2021-12-31,"15,279,000","3,435,000","1,138,257,000","1,151,489,000"
"MASTER INVESTMENT PORTFOLIO",915092,,,000000000,"400 HOWARD STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94105,"(617) 937-5524",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"158,900",0,0,0,"127,800",,,0,"127,800","286,700",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-04,,,,2021-12-31,"1,231,251,465","1,152,974,719","169,209,339,174","178,822,540,918"
"Franklin Floating Rate Master Trust",1109441,,,943356217,"ONE FRANKLIN PARKWAY",,"SAN MATEO","San Mateo",CA,CALIFORNIA,"US West",94403-1906,"(650) 312-2000",FL,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"158,698",0,0,0,0,,,0,0,"158,698",USD,,,0,2021-07-31,2021,07,0731,,,N-CSR,2021-09-28,,,,2021-07-31,"35,428,690","31,281,061","1,080,659,470","1,193,847,899"
"COLUMBIA ACORN TRUST",2110,,,362692100,"71 S. WACKER DRIVE, SUITE 2500",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606,"(312) 634-9200",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"158,500",0,0,0,"4,200",,,0,"4,200","162,700",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-03,,,,2021-12-31,"88,667,778","1,115,516","9,938,932,129","10,022,982,703"
"Yieldstreet Alternative Income Fund Inc.",1762229,,,,"300 PARK AVENUE, 15TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(844) 943-5378",MD,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"158,400",0,0,0,"7,500",,,0,"7,500","165,900",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-02,,,,2021-12-31,"6,100,988","5,187,940","95,487,436","97,777,117"
"MEDICURE INC",1133519,MCUJF,"Pink Limited",,"SUITE 2","1250 WAVERLEY STREET",WINNIPEG,,A2,MANITOBA,Canada,"R2C 0A1","(204) 487-7412",A2,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"157,970",0,0,0,0,,,0,0,"157,970",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-29,0.7124,2021-12-30,"7,303,035",2021-12-31,"17,214,000","-576,000","3,377,000","22,490,000"
"DoubleLine Income Solutions Fund",1566388,DSL,NYS,,"C/O DOUBLELINE CAPITAL LP","2002 N. TAMPA ST., SUITE 200",TAMPA,Hillsborough,FL,FLORIDA,"US Southeast",33602,"(813) 791-7333",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"157,550","3,000",0,0,"10,530",,,0,"13,530","171,080",USD,,,0,2021-09-30,2021,09,0930,,,N-CSR,2021-12-03,17.76,2021-09-30,"1,811,463,665",2021-09-30,"361,140,590","359,028,835",,"2,673,285,856"
"LORD ABBETT GLOBAL FUND INC",829901,,,133460109,"30 HUDSON STREET",,"JERSEY CITY",Hudson,NJ,"NEW JERSEY","US Mid Atlantic",07302,"(201) 827-2000",NY,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"157,500",0,0,0,"21,692",,,0,"21,692","179,192",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-04,,,,2021-12-31,"14,717,006","12,331,492","298,933,026","302,097,413"
"PUTNAM PREMIER INCOME TRUST",827773,PPT,NYS,042995046,"100 FEDERAL STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 292-1000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"157,486",0,0,0,"13,219",,,0,"13,219","170,705",USD,,,0,2021-07-31,2021,07,0731,,,N-CSR,2021-09-28,,,"475,286,465",2021-07-31,"29,697,521","24,724,389","492,108,023","1,016,341,890"
"Star Mountain Lower Middle-Market Capital Corp",1786835,,,863924884,"140 EAST 45TH STREET, 37TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(646) 787-0203",DE,,,,,525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"157,315",0,0,0,"19,069",,,0,"19,069","176,384",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-29,,,,2022-12-31,"4,499,992","2,006,412","70,162,127","107,354,231"
"LKCM Funds",918942,,,000000000,"301 COMMERCE","SUITE 1600","FORT WORTH",Tarrant,TX,TEXAS,"US Southwest",76102,"(817) 332-3235",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"156,500",0,0,0,"34,320",,,0,"34,320","190,820",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-07,,,,2021-12-31,"16,807,317","6,676,732","1,346,315,741","1,348,884,861"
"PGIM ETF TRUST",1727074,,,,"655 BROAD STREET","6TH FLOOR",NEWARK,Essex,NJ,"NEW JERSEY","US Mid Atlantic",07102,"(973) 802-5032",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"156,500",0,0,0,0,,,0,0,"156,500",USD,,,0,2021-08-31,2021,08,0831,,,N-CSR,2021-10-27,,,,2021-08-31,"23,726,869","21,206,711","2,077,205,693","2,130,881,906"
"Pioneer Series Trust IV",1331854,,,000000000,"60 STATE STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 742-7825",,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"156,100",0,0,0,"27,195",,,0,"27,195","183,295",USD,,,0,2021-07-31,2021,07,0731,,,N-CSR,2021-10-05,,,,2021-07-31,"104,293,965","87,261,044","2,027,801,298","2,141,655,412"
"ECA Marcellus Trust I",1487798,ECTM,OTCID,276522024,"C/O BNY MELLON","601 TRAVIS STREET, FLOOR 16",HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(512) 236-6555",DE,,,1311,"Crude Petroleum and Natural Gas",533110,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",34,"Ernst & Young LLP",2,,,,"156,000",0,0,0,"205,000",,,0,"205,000","361,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-03-24,0.63,2021-12-31,"11,091,150",2021-12-31,"6,295,004","4,768,758","1,949,455","18,283,386"
"NB Crossroads Private Markets Fund V Holdings LP",1702885,,,,"325 NORTH SAINT PAUL STREET","49TH FLOOR",DALLAS,Dallas,TX,TEXAS,"US Southwest",75201,"(212) 476-8800",DE,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"155,953",0,0,0,0,,,0,0,"155,953",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-06-07,,,,2021-03-31,"351,113","-3,463,635","278,828,152","279,840,479"
"DELAWARE GROUP INCOME FUNDS",27825,,,232869117,"100 INDEPENDENCE","610 MARKET STREET",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19106-2354,18005231918,,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"155,376",0,0,0,"26,000",,,0,"26,000","181,376",USD,,,0,2021-07-31,2021,07,0731,,,N-CSR,2021-10-07,,,,2021-07-31,"75,319,599","60,948,473","2,867,291,966","2,969,050,652"
"Spree Acquisition Corp. 1 Ltd",1881462,,"Expert Market",,"1922 WILDWOOD PL NE",,ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30324,1-470-223-0227,E9,,,7389,"Business Services, NEC",999999,Unassigned,34,"PricewaterhouseCoopers LLP",1,"Kesselman & Kesselman",223,ISRAEL,"155,000",0,0,0,0,,,0,0,"155,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2023-05-15,,,,2021-12-31,,,,"205,745,000"
"ON TRACK INNOVATIONS LTD",1021604,,PINX,000000000,"HATNUFA 5","YOKNEAM INDUSTRIAL ZONE","ROSH PINA",,L3,ISRAEL,Foreign,2069200,"972 4 686-8021",L3,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"PricewaterhouseCoopers LLP",1,"Kesselman & Kesselman",223,ISRAEL,"155,000",0,0,0,0,,,"25,000","25,000","180,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-04-13,0.12,2021-12-31,"8,734,787",2021-12-31,"14,875,000","-11,659,000","-1,664,000","12,536,000"
"VANGUARD TAX-MANAGED FUNDS",923202,,,000000000,"PO BOX 2600",V26,"VALLEY FORGE",Chester,PA,PENNSYLVANIA,"US Mid Atlantic",19482,"(610) 669-1000",MD,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"155,000",0,0,0,0,,,0,0,"155,000",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-01,,,,2021-12-31,"4,721,341","4,611,242","203,737,945","206,607,396"
"RYDEX DYNAMIC FUNDS",1092720,,,821848389,"702 KING FARM BOULEVARD","SUITE 200",ROCKVILLE,Montgomery,MD,MARYLAND,"US Mid Atlantic",20850,"(301) 296-5100",,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"153,962",0,0,0,"72,074",,,0,"72,074","226,036",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-06-07,,,,2021-03-31,"6,917,358","-9,382,513","980,241,508","1,111,490,750"
"Ocean Power Technologies, Inc.",1378140,OPTT,"NYSE MKT",222535818,"28 ENGELHARD DRIVE","SUITE B","MONROE TOWNSHIP",Middlesex,NJ,"NEW JERSEY","US Mid Atlantic",08831,"(609) 730-0400",NJ,,,4911,"Electric Services",237130,"Power and Communication Line and Related Structures Construction",34,"KPMG LLP",4,,,,"153,584",0,0,0,0,,,0,0,"153,584",USD,,,0,2021-04-30,2021,04,0430,,,"DEF 14A",2021-10-15,2.51,2021-04-30,"131,616,800",2021-04-30,"1,206,000","-14,760,000","80,194,000","86,377,000"
"TIFF INVESTMENT PROGRAM",916622,,,000000000,"170 N. RADNOR CHESTER ROAD","SUITE 300",RADNOR,Delaware,PA,PENNSYLVANIA,"US Mid Atlantic",19087,"(610) 684-8000",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"153,400",0,0,0,"81,238",,,0,"81,238","234,638",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-01,,,,2021-12-31,"16,031,306","795,188","1,582,109,145","1,765,866,308"
"ACHIEVE LIFE SCIENCES, INC.",949858,ACHV,"NASDAQ Capital Market",954343413,"22722 29TH DR. SE","SUITE 100",SEATTLE,Snohomish,WA,WASHINGTON,"US West",98021,"(425) 686-1500",DE,,,2835,"In Vitro and In Vivo Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"153,155","53,806",0,0,0,,,0,"53,806","206,961",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-21,7.78,2021-12-31,"73,548,560",2021-12-31,0,"-33,152,000","25,367,000","47,516,000"
"Aspiriant Trust",1534881,,,,"11100 SANTA MONICA BOULEVARD SUITE 600",,"LOS ANGELES","Los Angeles",CA,CALIFORNIA,"US West",90025,"(310) 806-4000",DE,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"151,400","19,934",0,0,"34,200",,,0,"54,134","205,534",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-06-08,,,,2021-03-31,"88,020,231","76,720,033","4,457,998,691","4,479,794,657"
"FIDELITY MAGELLAN FUND",61397,,,046049970,"245 SUMMER STREET","MAIL ZONE TS1H",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"151,400","10,800",0,0,"123,100",,,"4,200","138,100","289,500",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-05-20,,,,2021-03-31,"159,506,117","-66,552","22,172,565,408","22,310,833,211"
"ALTERITY THERAPEUTICS LTD",1131343,ATHE,"NASDAQ Capital Market",000000000,"LEVEL 3, 460 BOURKE STREET",,MELBOURNE,,C3,AUSTRALIA,Foreign,,"61 3 9349 4906",C3,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,PricewaterhouseCoopers,89,AUSTRALIA,"151,169",0,0,0,0,,,"97,094","97,094","248,263",USD,,,0,2021-06-30,2021,06,0630,,,20-F,2021-09-02,1.75,2021-07-02,"30,256,276",2021-06-30,0,"-11,493,508",,"25,214,530"
"Gallery Trust",1651872,,,,"ONE FREEDOM VALLEY DRIVE",,OAKS,Montgomery,PA,PENNSYLVANIA,"US Mid Atlantic",19456,"(610) 676-1000",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"151,100",0,0,0,"13,090",,,0,"13,090","164,190",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2022-01-07,,,,2021-10-31,"25,944,358","20,514,188","847,769,084","841,064,846"
"BlackRock Funds III",893818,,,000000000,"400 HOWARD STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94105,"(800) 643-9691",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"151,000",0,0,0,"70,000",,,0,"70,000","221,000",USD,,,0,2021-10-31,2021,10,1231,,,N-CSR,2022-01-04,,,,2021-10-31,"428,816","415,540","27,982,908","35,387,189"
