Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"FlowStone Opportunity Fund",1741739,,,,"55 NOD ROAD","SUITE 120",AVON,Hartford,CT,CONNECTICUT,"US New England",06001,"(312) 429-2419",,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"180,000",0,0,0,"16,000",,,0,"16,000","196,000",USD,,,0,2020-03-31,2020,03,0331,,,N-CSR,2020-06-08,,,,,,,,
"Edgewise Therapeutics, Inc.",1710072,EWTX,"NASDAQ Global Market",821725586,"1715 38TH ST",,BOULDER,Boulder,CO,COLORADO,"US West",80301,"(720) 262-7002",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"179,415",0,0,0,0,,,0,0,"179,415",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2022-05-02,,,,2020-12-31,,"-17,123,000",,"131,136,000"
"AMERICAN FUNDS GLOBAL BALANCED FUND",1505612,,,,"6455 IRVINE CENTER DRIVE",,IRVINE,Orange,CA,CALIFORNIA,"US West",92618,"(213) 486-9501",DE,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"179,000","4,000",0,0,"22,000","22,000",,0,"26,000","205,000",USD,,,0,2020-10-31,2020,10,1031,,,N-CSR,2020-12-31,,,,2020-10-31,"531,235","402,118","20,460,264","21,155,045"
"Lithium Argentina AG",1440972,LAR,NYSE,874781116,"DAMMSTRASSE 19",,ZUG,,V8,SWITZERLAND,Foreign,,"(778) 656-5820",V8,,,1000,"Metal mining",212393,"Other Chemical and Fertilizer Mineral Mining",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"178,954","60,449",0,0,"74,511",,,"6,717","141,676","320,630",USD,,,0,2020-12-31,2020,12,1231,,,40-F,2021-03-03,11.92,2020-12-29,"1,070,931,904",2020-12-31,0,"-36,234,000",,"326,723,000"
"FIDELITY CHARLES STREET TRUST",354046,,,000000000,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"178,600",0,0,0,"67,800",,,"3,900","71,700","250,300",USD,,,0,2020-09-30,2020,09,0930,,,N-CSR,2020-11-19,,,,2020-09-30,"645,714,395","458,941,727","30,971,658,276","31,323,390,594"
"GROSVENOR REGISTERED MULTI-STRATEGY MASTER FUND, LLC",1212030,,,113647584,"900 NORTH MICHIGAN AVENUE","SUITE 1100",CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60611,"(312) 506-6500",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"178,440",0,0,0,0,,,0,0,"178,440",USD,,,0,2020-03-31,2020,03,0331,,,N-CSR,2020-06-09,,,,,,,,
"Voya FUNDS TRUST",1066602,,,000000000,"7337 E. DOUBLETREE RANCH ROAD, STE 100",,SCOTTSDALE,Maricopa,AZ,ARIZONA,"US Southwest",85258,"(800) 992-0180",DE,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"178,200",0,0,0,"15,325",,,0,"15,325","193,525",USD,,,0,2020-03-31,2020,03,1031,,,N-CSR,2020-06-08,,,,,,,,
"FIDELITY ADVISOR SERIES II",795422,,,000000000,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"178,000","15,300",0,0,"23,700",,,"8,400","47,400","225,400",USD,,,0,2020-08-31,2020,08,0831,,,N-CSR,2020-10-20,,,,2020-12-31,"608,650,000","490,895,000","15,642,352,000","15,804,135,000"
"TRANSGLOBE ENERGY CORP",736744,,NAS,000000000,"900, 444 - 5TH AVENUE SW",,CALGARY,,A0,ALBERTA,Canada,T2P2T8,"(403) 264-9888",A0,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"Deloitte & Touche LLP",3,"Deloitte LLP",468,ONTARIO,"177,945",0,0,0,"23,556",,,0,"23,556","201,501",USD,,,0,2020-12-31,2020,12,1231,,,40-F,2021-03-12,0.901,2020-12-29,"65,360,408",2020-12-31,"115,422,000","-77,397,000","137,711,000","201,147,000"
"Getnet Adquirencia E Servicos Para Meios De Pagamento S.A. - Instituicao De Pagamento",1867325,,,,"AV. PRES. JUSCELINO KUBITSCHEK, 2041,","STE 121, BLK A CONDO WTORRE JK, VILA CON","SAO PAULO",,D5,BRAZIL,Foreign,04543-011,"55 11 5184- 9002",D5,,,7389,"Business Services, NEC",522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Auditores Independentes",91,BRAZIL,"177,144",0,0,0,0,,,0,0,"177,144",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2022-03-10,,,,2020-12-31,"446,747,000","69,503,000","367,540,000","8,282,642,000"
"FIDELITY PURITAN TRUST",81205,,,046026952,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"177,100",0,0,0,"36,000",,,"4,000","40,000","217,100",USD,,,0,2020-07-31,2020,07,0731,,,N-CSR,2020-09-21,,,,2020-08-31,"10,724,837","8,887,981","865,715,058","870,021,467"
"COLUMBIA FUNDS SERIES TRUST I",773757,,,363376651,"290 CONGRESS STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(800) 345-6611",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"177,000",0,0,0,0,,,0,0,"177,000",USD,,,0,2020-10-31,2020,10,1231,,,N-CSR,2021-01-05,,,,2021-03-31,"245,016","167,969","5,601,161","10,432,836"
"RMR GROUP INC.",1644378,RMR,"NASDAQ Capital Market",474122583,"TWO NEWTON PL., 255 WASH. ST., STE. 300",,NEWTON,Middlesex,MA,MASSACHUSETTS,"US New England",02458,"(617) 796-8320",MD,,,8742,"Management Consulting Services",541611,"Administrative Management and General Management Consulting Services",34,"Ernst & Young LLP",2,,,,"176,490",0,0,0,0,,,992,992,"177,482",USD,,,0,2020-09-30,2020,09,0930,,"Russell 2000","DEF 14A",2021-01-14,27.47,2020-09-30,"422,918,272",2020-09-30,"589,505,000","55,306,000","293,783,000","690,253,000"
"UNIVERSAL BIOSENSORS INC",1279695,,,980424072,"1 CORPORATE AVENUE",ROWVILLE,VICTORIA,,C3,AUSTRALIA,Foreign,3178,"(613) 921-9000",DE,,,3841,"Surgical and Medical Instruments and Apparatus",541710,"Research and Development in the Physical, Engineering, and Life Sciences",34,"PricewaterhouseCoopers LLP",1,PricewaterhouseCoopers,89,AUSTRALIA,"176,302",0,0,0,"49,512","46,228","3,284",0,"49,512","225,814",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-30,,,,2020-12-31,"2,471,301","-5,893,901","18,280,475","43,507,227"
"Allianz Variable Insurance Products Fund of Funds Trust",1301708,,,411366075,"5701 GOLDEN HILLS DRIVE",,MINNEAPOLIS,Hennepin,MN,MINNESOTA,"US Midwest",55416,"(763) 765-6551",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"176,130","4,000",0,0,"55,620",,,0,"59,620","235,750",USD,,,0,2020-12-31,2020,12,1231,,,N-CSR,2021-03-08,,,,2020-12-31,"183,106,998","149,731,574","10,186,865,199","10,198,597,289"
"SELECT SECTOR SPDR TRUST",1064641,,,000000000,"ONE CONGRESS STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02114,"(617) 664-3920",MA,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"176,000",0,0,0,"85,800",,,0,"85,800","261,800",USD,,,0,2020-09-30,2020,09,0930,,,N-CSR,2020-12-07,,,,2020-09-30,"3,185,018,425","3,003,815,645","152,415,117,609","152,805,550,499"
"EuroDry Ltd.",1731388,EDRY,"NASDAQ Capital Market",,"4 MESSOGIOU & EVROPIS STREET",,MAROUSSI,,J3,GREECE,Foreign,"151 24",30-211-1804006,1T,,,4400,"Water Transportation",483111,"Deep Sea Freight Transportation",34,"Deloitte & Touche LLP",3,"Deloitte Certified Public Accountants SA",615,GREECE,"176,000",0,0,0,0,,,0,0,"176,000",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-04-22,5.75,2020-12-29,"13,251,623",2020-12-31,"22,288,961","-5,877,861",,"107,511,885"
"HUGOTON ROYALTY TRUST",862022,HGTXU,OTCQB,586379215,"C/O ARGENT TRUST COMPANY","3838 OAK LAWN AVE., SUITE 1720",DALLAS,Dallas,TX,TEXAS,"US Southwest",75219-4518,"(972) 919-1360",TX,,,6792,"Oil Royalty Traders",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"175,800",0,0,0,0,,,0,0,"175,800",USD,,,0,2020-12-31,2020,12,1231,,,10-K,2021-03-31,0.09,2020-12-31,"3,600,000",2020-12-31,0,0,,0
"CREDIT SUISSE OPPORTUNITY FUNDS",946110,,,133844865,"ELEVEN MADISON AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010,"(212) 325-2000",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"175,600",0,0,0,"19,760",,,0,"19,760","195,360",USD,,,0,2020-10-31,2020,10,1031,,,N-CSR,2020-12-30,,,,2020-10-31,"129,297,911","107,143,144","2,519,975,811","2,622,297,364"
"Pyxis Oncology, Inc.",1782223,PYXS,"NASDAQ Global Select Market",831160910,"321 HARRISON AVENUE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02118,"(617) 221-9059",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"175,500",0,0,0,0,,,0,0,"175,500",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2022-04-28,,,,2020-12-31,,"-12,828,000",,"10,151,000"
"CollPlant Biotechnologies Ltd",1631487,CLGN,NAS,,"4 OPPENHEIMER ST., 11TH FLOOR",,REHOVOT,,L3,ISRAEL,Foreign,74140,972-73-232-5600,L3,,,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",339113,"Surgical Appliance and Supplies Manufacturing",34,"Ernst & Young LLP",2,"Kost Forer Gabbay & Kasierer",222,ISRAEL,"175,000",0,0,0,"9,000",,,"16,000","25,000","200,000",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-26,,,,2020-12-31,"6,137,000","-5,774,000","4,395,000","10,841,000"
"Carlyle Tactical Private Credit Fund",1725472,TAKAX,,,"ONE VANDERBILT AVE STE 3400",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(833) 677-3646",DE,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"175,000",0,0,0,0,,,0,0,"175,000",USD,,,0,2020-12-31,2020,12,1231,,,N-CSR,2021-03-01,,,,2020-12-31,"19,775,842","12,420,069","230,226,275","318,052,991"
"STATE STREET MASTER FUNDS",1094885,,,043480508,"ONE CONGRESS STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02114,"(617) 664-3920",MA,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"173,811",0,0,0,"39,747",,,0,"39,747","213,558",USD,,,0,2020-12-31,2020,12,1231,,,N-CSR,2021-03-08,,,,2020-12-31,"791,362,906","694,371,775","145,142,652,116","147,559,475,381"
"FIDELITY HASTINGS STREET TRUST",35348,,,046026953,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 563-7000",MA,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"173,200","15,600",0,0,"36,400",,,"6,400","58,400","231,600",USD,,,0,2020-06-30,2020,06,0630,,,N-CSR,2020-08-21,,,,2020-12-31,"81,795,612","81,755,798","1,948,989,938","1,959,078,330"
"ABSOLUTE SOFTWARE CORP",1071058,,NAS,,"1055 DUNSMUIR STREET",,VANCOUVER,,A1,"BRITISH COLUMBIA",Canada,00000,"(604) 730-9851",A1,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,"Deloitte LLP",468,ONTARIO,"173,138","88,848",0,0,"54,157",,,"121,172","264,177","437,315",USD,,,0,2020-06-30,2020,06,1231,,,40-F,2021-08-10,,,,2020-06-30,"104,671,000","10,635,000","-44,162,000","130,189,000"
"TIFF INVESTMENT PROGRAM",916622,,,000000000,"170 N. RADNOR CHESTER ROAD","SUITE 300",RADNOR,Delaware,PA,PENNSYLVANIA,"US Mid Atlantic",19087,"(610) 684-8000",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"172,700",0,0,0,"77,023",,,0,"77,023","249,723",USD,,,0,2020-12-31,2020,12,1231,,,N-CSR,2021-03-01,,,,2020-12-31,"20,380,821","-14,939,017","1,631,268,773","1,847,628,580"
"DELAWARE GROUP INCOME FUNDS",27825,,,232869117,"100 INDEPENDENCE","610 MARKET STREET",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19106-2354,18005231918,,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"172,640",0,0,0,"26,000",,,0,"26,000","198,640",USD,,,0,2020-07-31,2020,07,0731,,,N-CSR,2020-10-07,,,,2020-07-31,"62,897,171","51,559,455","1,760,429,501","1,779,614,847"
"CROSS TIMBERS ROYALTY TRUST",881787,CRT,NYSE,756415930,"C/O ARGENT TRUST COMPANY","3838 OAK LAWN AVE., SUITE 1720",DALLAS,Dallas,TX,TEXAS,"US Southwest",75219-4518,"(972) 919-1360",TX,,,6792,"Oil Royalty Traders",525920,"Trusts, Estates, and Agency Accounts",34,"PricewaterhouseCoopers LLP",1,,,,"172,300",0,0,0,0,,,0,0,"172,300",USD,,,0,2020-12-31,2020,12,1231,,,10-K,2021-04-13,8.24,2020-12-31,"49,440,000",2020-12-31,"5,308,249","4,674,672",,"8,895,887"
"FEDERATED HERMES INSURANCE SERIES",912577,,,256425525,"4000 ERICSSON DRIVE",,WARRENDALE,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15086-7561,"(800) 341-7400",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"172,285",0,0,0,"3,813",,,0,"3,813","176,098",USD,,,0,2020-12-31,2020,12,1231,,,N-CSR,2021-02-23,,,,2020-12-31,"27,196,660","15,640,555","1,269,003,915","1,455,215,568"
"TORTOISE ENERGY INFRASTRUCTURE CORP",1268533,TYG,NYS,000000000,"5901 COLLEGE BOULEVARD","SUITE 400","OVERLAND PARK",Johnson,KS,KANSAS,"US Midwest",66211,"(913) 981-1020",MD,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"171,000",0,0,0,"74,788",,,0,"74,788","245,788",USD,,,0,2020-11-30,2020,11,1130,,,N-CSR,2021-02-05,,,"234,706,915",2020-11-30,"17,573,836","14,210,109","455,034,917","682,287,270"
"Xometry, Inc.",1657573,XMTR,"NASDAQ Global Select Market",320415449,"6116 EXECUTIVE BOULEVARD, SUITE 800",,"NORTH BETHESDA",Montgomery,MD,MARYLAND,"US Mid Atlantic",20852,"(240) 335-7914",MD,,,7389,"Business Services, NEC",518210,"Data Processing, Hosting, and Related Services",34,"KPMG LLP",4,,,,"170,000",0,0,0,"34,743",,,0,"34,743","204,743",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2022-05-02,,,,2020-12-31,"141,406,000","-31,085,000","46,979,000","88,963,000"
"Gulf Coast Ultra Deep Royalty Trust",1565146,GULTU,OTCID,466448579,"601 TRAVIS STREET","16TH FLOOR",HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(512) 236-6599",,,,1311,"Crude Petroleum and Natural Gas",533110,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",34,"Ernst & Young LLP",2,,,,"170,000",0,0,0,0,,,0,0,"170,000",USD,,,0,2020-12-31,2020,12,1231,,,10-K,2021-03-23,0.02,2020-12-31,"4,603,454",2020-12-31,"790,465","175,164",,"1,985,502"
"CAPITAL GROUP PRIVATE CLIENT SERVICES FUNDS",1474365,,,000000000,"6455 IRVINE CENTER DRIVE",,IRVINE,Orange,CA,CALIFORNIA,"US West",92618,"(213) 486-9200",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"170,000",0,0,0,"33,000","33,000",,0,"33,000","203,000",USD,,,0,2020-10-31,2020,10,1031,,,N-CSR,2020-12-31,,,,2020-10-31,"38,764,000","32,886,000","157,211,000","2,407,541,000"
"MediWound Ltd.",1593984,MDWD,"NASDAQ Global Market",,"42 HAYARKON STREET",,YAVNE,,L3,ISRAEL,Foreign,8122745,972779714100,L3,,,2833,"Medicinal Chemicals and Botanical Products",325411,"Medicinal and Botanical Manufacturing",34,"Ernst & Young LLP",2,"Kost Forer Gabbay & Kasierer",222,ISRAEL,"170,000","33,500",0,0,0,,,0,"33,500","203,500",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000",20-F,2021-02-25,3.94,2020-12-29,"107,179,008",2020-12-31,"21,763,000","-9,196,000","6,909,000","31,070,000"
"SCHWARTZ INVESTMENT TRUST",891160,,,316456713,"C/O ULTIMUS FUND SOLUTIONS, LLC","225 PICTORIA DRIVE, SUITE 450",CINCINNATI,Hamilton,OH,OHIO,"US Midwest",45246,"(513) 587-3400",OH,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"170,000",0,0,0,"22,150",,,0,"22,150","192,150",USD,,,0,2020-12-31,2020,12,1231,,,N-CSR,2021-02-26,,,,2020-12-31,"37,793,351","17,188,462","2,600,042,470","2,607,508,249"
"NMF SLF I, Inc.",1766037,,,833291673,"787 SEVENTH AVENUE","48TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 720-0300",MD,,,,,525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,,,,"170,000",0,0,0,"49,000",,,0,"49,000","219,000",USD,,,0,2020-12-31,2020,12,1231,,,10-K,2021-03-12,,,,2020-12-31,0,"2,768,000","386,712,000","506,957,000"
"ALTERITY THERAPEUTICS LTD",1131343,ATHE,"NASDAQ Capital Market",000000000,"LEVEL 3, 460 BOURKE STREET",,MELBOURNE,,C3,AUSTRALIA,Foreign,,"61 3 9349 4906",C3,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,PricewaterhouseCoopers,89,AUSTRALIA,"169,937",0,0,0,0,,,0,0,"169,937",USD,,,0,2020-06-30,2020,06,0630,,,20-F,2020-09-15,1.19,2020-06-30,"20,574,268",2020-06-30,0,"-9,265,025",,"6,821,477"
"SUNAMERICA INCOME FUNDS",795307,,,000000000,"HARBORSIDE 5","185 HUDSON STREET, SUITE 3300","JERSEY CITY",Hudson,NJ,"NEW JERSEY","US Mid Atlantic",07311,"(800) 858-8850",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"168,431",0,0,0,"54,850",,,0,"54,850","223,281",USD,,,0,2020-03-31,2020,03,0331,,,N-CSR,2020-06-08,,,,,,,,
"SEI TAX EXEMPT TRUST",701817,,,236741646,"SEI INVESTMENTS","1 FREEDOM VALLEY CIRCLE",OAK,Montgomery,PA,PENNSYLVANIA,"US Mid Atlantic",19456,"(610) 676-3097",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"168,035",0,0,0,0,,,0,0,"168,035",USD,,,0,2020-08-31,2020,08,0831,,,N-CSR,2020-11-06,,,,2020-08-31,"165,923,000","128,963,000","5,457,829,000","5,505,436,000"
"Venture Lending & Leasing VII, Inc.",1557424,,,455589518,"104 LA MESA DRIVE","SUITE 102","PORTOLA VALLEY","San Mateo",CA,CALIFORNIA,"US West",94028,"(650) 234-4300",MD,,,,,525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,,,,"168,000",0,0,0,"34,700",,,0,"34,700","202,700",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-02,,,,2020-12-31,"6,007,033","3,593,871","40,747,017","41,033,115"
"VANGUARD WELLINGTON FUND",105563,,,510071687,"PO BOX 2600",V26,"VALLEY FORGE",Chester,PA,PENNSYLVANIA,"US Mid Atlantic",19482,"(610) 669-1000",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"168,000",0,0,0,0,,,0,0,"168,000",USD,,,0,2020-11-30,2020,11,1130,,,N-CSR,2021-01-29,,,,2020-11-30,"2,675,259,000","2,495,294,000","1,203,700,000","112,976,730,000"
"Loop Industries, Inc.",1504678,LOOP,"NASDAQ Global Market",272094706,"480 FERNAND POITRAS",,TERREBONNE,,A8,QUEBEC,Canada,"J6Y 1Y4","(450) 951-8555",NV,,,2800,"Chemicals & Allied Products",517212,"Cellular and Other Wireless Telecommunications",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers srl",493,ONTARIO,"167,466","37,883",0,0,0,,,"1,800","39,683","207,149",USD,,,1,2020-02-29,2020,02,0228,,,"DEF 14A",2020-05-04,8.78,2020-02-29,"350,416,608",2020-02-29,0,"-14,505,455","38,260,845","42,836,558"
"Sprott Physical Gold & Silver Trust",1726122,CEF,"NYSE Arca",981399794,"200 BAY STREET, SOUTH TOWER, SUITE 2600",,TORONTO,,A6,ONTARIO,Canada,"M5J 2J1","(416) 943-8099",A6,,,6221,"Commodity Contracts Brokers and Dealers",523130,"Commodity Contracts Dealing",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"166,905",0,0,0,"13,141",,,0,"13,141","180,047",USD,,,0,2020-12-31,2020,12,1231,,,40-F,2021-03-22,19.1,2020-12-29,"3,721,201,408",2020-12-31,"1,012,148,000","1,008,043,000",,"4,423,405,000"
"FIDELITY PURITAN TRUST",81205,,,046026952,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"166,900","11,300",0,0,"26,200",,,"4,600","42,100","209,000",USD,,,0,2020-07-31,2020,07,0731,,,N-CSR,2020-09-21,,,,2020-08-31,"10,724,837","8,887,981","865,715,058","870,021,467"
"MASTER PORTFOLIO TRUST",1140869,,,000000000,"LEGG MASON & CO., LLC","620 EIGHTH AVENUE, 49TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10018,1-877-721-1926,MD,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"166,585",0,0,0,0,,,0,0,"166,585",USD,,,0,2020-08-31,2020,08,0831,,,N-CSR,2020-10-26,,,,2020-08-31,"155,995,105","155,077,901","449,918,114","18,590,985,929"
"AB CORPORATE SHARES",1274676,,,000000000,"ALLIANCEBERNSTEIN LP","66 HUDSON BOULEVARD EAST, 26TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 969-1000",,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"166,162",0,0,0,"96,454",,,0,"96,454","262,616",USD,,,0,2020-04-30,2020,04,0430,,,N-CSR,2020-07-06,,,,2020-04-30,"170,799,969","165,634,297","5,242,930,922","5,411,798,378"
"SUNAMERICA SERIES, INC.",1020861,,,000000000,"HARBORSIDE 5","185 HUDSON STREET, SUITE 3300","JERSEY CITY",Hudson,NJ,"NEW JERSEY","US Mid Atlantic",07311,"(800) 858-8850",MD,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"165,019",0,0,0,"98,096",,,0,"98,096","263,115",USD,,,0,2020-10-31,2020,10,1031,,,N-CSR,2021-01-07,,,,2020-10-31,"46,840","33,304","1,050,620","1,141,886"
"MARSICO INVESTMENT FUND",1047112,,,000000000,"1200 17TH ST","STE 1700",DENVER,Denver,CO,COLORADO,"US West",80202,"(303) 454-5600",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"165,000",0,0,0,"51,000",,,0,"51,000","216,000",USD,,,0,2020-09-30,2020,09,0930,,,N-CSR,2020-12-03,,,,2020-09-30,"6,365","-5,965","1,216,773","1,229,312"
"Putnam Target Date Funds",1295293,,,000000000,"100 FEDERAL STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 292-1000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"164,766","35,000",0,0,"54,524",,,0,"89,524","254,290",USD,,,0,2020-07-31,2020,07,0831,,,N-CSR,2020-09-28,,,,2020-08-31,"73,717","79,349","35,179,512","36,092,061"
"AMERICAN BEACON FUNDS",809593,,,000000000,"220 EAST LAS COLINAS BOULEVARD","SUITE 1200",IRVING,Dallas,TX,TEXAS,"US Southwest",75039,"(817) 391-6100",MA,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"164,171",0,0,0,"40,432",,,0,"40,432","204,603",USD,,,0,2020-08-31,2020,08,1230,,,N-CSR,2020-11-05,,,,2021-01-31,"33,435,215","28,391,223","478,537,719","484,822,950"
"MFS SERIES TRUST VI",863032,,,000000000,"111 HUNTINGTON AVENUE","21ST FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,18006372929,MA,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"163,950",0,0,0,"30,917",,,"5,176","36,093","200,043",USD,,,0,2020-10-31,2020,10,1031,,,N-CSR,2020-12-22,,,,2020-10-31,"201,806,083","121,975,998","7,526,935,380","7,624,456,875"
"FIDELITY CAPITAL TRUST",275309,,,042657680,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"163,700","15,700",0,0,"38,000",,,"6,300","60,000","223,700",USD,,,0,2020-10-31,2020,10,1031,,,N-CSR,2020-12-18,,,,2020-11-30,"163,768","107,538","9,645,420","9,652,686"
